scraped_at,tab,load_id,pay,pickup_location,pickup_time,delivery_location,delivery_time,dhpu,loaded,notes,total_miles,rate_per_mile,score,deadhead_miles
2026-08-02T09:10:49.043561,SE,72116098,$749.75,"BOSTON, MA",08/7 09:00,"BOSTON, MA",08/7 12:38,248,54,NO NOTES,302,2.48,42,
2026-08-02T09:10:51.742208,SE,72116081,$749.75,"EAST BOSTON, MA",08/7 09:00,"EAST BOSTON, MA",08/7 15:00,248,54,NO NOTES,302,2.48,42,
2026-08-02T09:59:34.436075,SE,72116084,$457.08,"LOUISVILLE, KY",08/3 08:00,"LOUISVILLE, KY",08/3 09:52,118,18,NO NOTES,136,3.36,66,
2026-08-02T10:38:25.138977,WG,72112085,"$1,260.42","WILMINGTON, NC",08/7 10:30,"GREENVILLE, NC",08/7 14:26,589,115,NO NOTES,704,1.79,23,
2026-08-02T11:02:00.353612,WG,72116085,,,,,,,,NO NOTES,,,1,
2026-08-02T11:10:37.926234,WG,72110125,"$6,481.42","LA VERNE, CA",08/7 11:00,"LA VERNE, CA",08/10 11:00,"2,732","2,448","'D', 93"" I/S WIDTH MINIMUM & TAG/3RD AXEL (OR ER-UNIT) FOR LARGE PHARMA. TANK IN METAL RACK",5180,1.25,13,
2026-08-02T12:03:15.683143,WG,72114598,$861.40,"BROOKS, KY",08/7 12:00,"BROOKS, KY",08/7 13:30,732,1,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,733,1.18,6,
2026-08-02T16:10:27.783238,WG,72111789,"$8,838.71","TUKWILA, WA",08/7 16:00,"NEWARK, DE",08/10 09:00,"2,836","2,808",CRATE IS 97 INCHES TALL,5644,1.57,24,
2026-08-02T20:16:58.756973,SE,72116097,"$4,762.12","IDAHO FALLS, ID",08/3 04:00,"DELTA, PA",08/5 03:33,"2,218","2,165",DRIVER CALL MIKE 208-589-6713 1/2 HR BEFORE ARRIVE. CONTACT WILL MEET THEM THERE.,4383,1.09,7,
2026-08-02T21:10:14.296330,SE,72116095,$477.80,"NASHVILLE, TN",08/3 09:30,"LEWISBURG, TN",08/3 12:14,292,58,NO NOTES,350,1.37,11,
2026-08-03T07:52:34.201175,SE,72116123,$662.27,"NORTHBOROUGH, MA",08/3 11:00,"LACONIA, NH",08/3 14:45,909,106,NO NOTES,1015,0.65,1,
2026-08-03T08:00:57.663176,WG,72116108,"$2,338.80","HEATH, OH",08/4 15:00,"HUNTSVILLE, AL",08/5 09:00,493,533,"TRUCK:  DEDICATED, AIR-RIDE, ENVIRO CONTROLLED, 2-US PERSONS DRIVERS, NON-STOP.  (WHITE GLOVE SERVICE) ENVIRONMENTAL SETTINGS ACCEPTABLE RANGE REQUESTED:   ENVIRONMENTAL CONTROLS ARE 50F TO 90 F, WITH SET POINT AT 70F",1026,2.28,38,
2026-08-03T08:43:27.507550,WG,72116124,$957.48,"ATLANTA, GA",08/5 08:00,"ATHENS, GA",08/5 11:04,872,74,NO NOTES,946,1.01,1,
2026-08-03T09:31:23.938909,SE,72113194,$696.05,"BALTIMORE, MD",08/3 10:00,"BALTIMORE, MD",08/3 15:11,583,103,CSAFE RKN SHIPMENT TO DELIVER FREIGHT. WILL NEED TO FOLLOW DESTINATION DRIVER INSTRUCTIONS. INSTRUCTIONS WILL BE EMAILED TO YOU,686,1.01,1,
2026-08-03T09:31:31.695922,SE,72116128,"$1,415.30","SYRACUSE, NY",08/4 09:00,"PITTSBURGH, PA",08/4 19:00,220,368,DRIVERS WILL NEED TO TAKE COMSTOCK AVE TO EUCLID DR GUARD BOOTH MAKE A RIGHT TURN ON TO QUAD 4 LOT GUARD BOOTH TO DELIVERY,588,2.41,41,
2026-08-03T09:50:37.759910,WG,72116129,"$1,939.58","KANSAS CITY, MO",08/5 12:00,"ROCKFORD, IL",08/6 10:00,"1,183",482,NO NOTES,1665,1.16,6,
2026-08-03T09:57:22.971869,WG,72116130,"$5,470.82","WEST DEPTFORD, NJ",08/5 09:00,"MIAMI, FL",08/6 11:58,100,"1,197",NO NOTES,1297,4.22,75,
2026-08-03T10:17:14.633030,SE,72116112,"$2,398.09","CATOOSA, OK",08/3 14:27,"KINGSPORT, TN",08/4 10:52,631,889,NO NOTES,1520,1.58,18,
2026-08-03T10:38:01.130641,SE,72116132,$882.68,"ROCHESTER, NH",08/3 11:30,"MONTPELIER, VT",08/3 16:16,"1,005",154,NO NOTES,1159,0.76,1,
2026-08-03T11:03:09.930423,SE,72116156,"$3,190.65","LEWISVILLE, TX",08/4 09:00,"MIAMI, FL",08/5 15:12,"1,546","1,349",NO NOTES,2895,1.10,6,
2026-08-03T11:09:57.186426,SE,72116160,$860.72,"MECHANICSBURG, PA",08/3 16:00,"MILLBURN, NJ",08/4 09:00,540,163,NO NOTES,703,1.22,7,
2026-08-03T11:14:47.467103,WG,72116135,"$1,280.09","ERIE, PA",08/4 14:00,"INDIANAPOLIS, IN",08/5 08:00,407,407,NO NOTES,814,1.57,17,
2026-08-03T11:21:33.987954,WG,72116136,$753.91,"TRENTON, NJ",08/4 11:00,"SOUDERTON, PA",08/4 13:32,63,49,NO NOTES,112,6.73,71,
2026-08-03T11:24:20.955261,SE,72116137,,,,,,,,NO NOTES,,,1,
2026-08-03T12:07:38.679863,WG,72116202,"$2,107.30","WEST DEPTFORD, NJ",08/4 14:00,"ROCKY MOUNT, NC",08/5 08:00,100,467,SEC1 TVAL HAZMAT,567,3.72,72,
2026-08-03T12:08:15.588235,WG,72116181,"$6,541.93","FARMVILLE, NC",08/5 13:00,"AURORA, CO",08/7 09:00,505,"1,724",NO NOTES,2229,2.93,60,
2026-08-03T12:08:20.273638,WG,72116201,"$2,420.23","BETHLEHEM, PA",08/5 14:00,"SHEPHERDSVILLE, KY",08/6 08:00,60,684,REF# 10119776 2 PC 360 LBS UN1170 HAZ,744,3.25,65,
2026-08-03T12:09:34.309558,WG,72116183,"$1,155.29","BEDFORD, MA",08/7 09:00,"NORTHBOROUGH, MA",08/7 11:08,245,30,NO NOTES,275,4.20,71,
2026-08-03T12:09:45.470452,SE,72116166,$885.70,"FORT WORTH, TX",08/3 15:30,"AUSTIN, TX",08/4 10:00,905,201,ORDER NOTE: PICK UP NUMBER,1106,0.80,1,
2026-08-03T12:09:59.703412,SE,72116203,,,,,,,,NO NOTES,,,1,
2026-08-03T12:36:08.883197,WG,72116187,$833.39,"COLUMBUS, OH",08/5 09:00,"SHEPHERDSVILLE, KY",08/5 14:30,525,222,"BICOCT: TRAILERS MUST BE CLEAN, EMPTY, DRY, FREE OF STRUCTURAL DAMAGE AND NO ODORS FROM PRIOR FREIGHT. MUST HAVE TWO LOAD LOCKS IN EACH TRAILER AND FUEL TANKS 3/4 FULL PRIOR TO PICKUP ARRIVAL. ANY SHIPMENTS WITH VA-Q-TEC CONTAINERS, PLEASE MAKE SURE CONTAINERS ARE OFFLOADED AND COMPLETELY EMPTIED AT DELIVERY BEFORE BEING RELOADED ONTO TRUCK FOR RETURN TO VA-Q-TEC.",747,1.12,4,
2026-08-03T12:58:32.709284,SE,72116229,$696.05,"BALTIMORE, MD",08/4 10:00,"BALTIMORE, MD",08/4 15:11,588,103,NO NOTES,691,1.01,1,
2026-08-03T13:09:23.437319,SE,72116198,"$2,171.61","SCOTT, LA",08/3 16:00,"NEW BERLIN, WI",08/4 16:09,900,"1,065",NO NOTES,1965,1.11,5,
2026-08-03T13:28:37.959496,WG,72116191,$866.41,"BETHLEHEM, PA",08/4 10:00,"SOMERSET, NJ",08/4 12:42,648,57,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,705,1.23,7,
2026-08-03T13:37:05.621060,WG,72116192,"$5,664.52","LOCKBOURNE, OH",08/5 19:00,"TEMPE, AZ",08/7 12:33,226,"1,883",IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,2109,2.69,52,
2026-08-03T13:37:37.129266,WG,72116242,"$1,164.51","MOUNT VERNON, IN",08/6 15:00,"OLIVE BRANCH, MS",08/7 02:00,158,302,PLEASE BE IN RANGE WHEN YOU ARRIVE AT SHIPPER**SET POINT 5C,460,2.53,44,
2026-08-03T13:38:00.113741,SE,72116205,"$2,176.87","WACO, TX",08/4 09:00,"AMARILLO, TX",08/4 19:38,993,430,NO NOTES,1423,1.53,17,
2026-08-03T13:42:33.400044,WG,72116244,$917.53,"OAKLAND, CA",08/4 11:00,"AUBURN, CA",08/4 15:12,"2,875",127,NO NOTES,3002,0.31,1,
2026-08-03T13:49:31.142045,WG,72116245,$798.80,"BALTIMORE, MD",08/4 08:00,"GAITHERSBURG, MD",08/4 10:23,588,42,NO NOTES,630,1.27,8,
2026-08-03T13:50:09.527933,WG,72116210,"$2,618.91","EASLEY, SC",08/5 09:00,"ROCHESTER, NY",08/6 08:00,731,812,NO NOTES,1543,1.70,22,
2026-08-03T14:09:35.670814,SE,72116247,$335.55,"PLAINFIELD, IN",08/3 16:00,"INDIANAPOLIS, IN",08/3 18:00,15,10,PU REF#'S 7119893233 & 7119893235 POC: MARY SOLTES 201.847.4614 SHIPPING HOURS 1600-2000 TONIGHT,25,13.42,70,
2026-08-03T14:15:01.362863,WG,72116258,$714.94,"CRANBURY, NJ",08/5 10:00,"RARITAN, NJ",08/5 12:07,51,29,00046768: ALL TEMP CONTROL LOADS MUST BE TVAL,80,8.94,71,
2026-08-03T14:16:33.923414,WG,72116259,$914.46,"CRANBURY, NJ",08/6 10:00,"RARITAN, NJ",08/6 12:07,730,29,00046768: ALL TEMP CONTROL LOADS MUST BE TVAL,759,1.20,6,
2026-08-03T14:22:04.380611,WG,72116260,$714.94,"CRANBURY, NJ",08/5 10:00,"RARITAN, NJ",08/5 12:07,51,29,00046768: ALL TEMP CONTROL LOADS MUST BE TVAL,80,8.94,71,
2026-08-03T14:30:17.659558,WG,72116261,"$1,005.21","CRANBURY, NJ",08/6 10:00,"RARITAN, NJ",08/6 12:07,730,29,00046768: ALL TEMP CONTROL LOADS MUST BE TVAL,759,1.32,10,
2026-08-03T14:37:26.872502,WG,72116278,"$1,156.81","INDIANAPOLIS, IN",08/6 08:00,"ROUND LAKE, IL",08/6 14:26,138,232,NO NOTES,370,3.13,60,
2026-08-03T14:38:08.171995,SE,72116248,$609.23,"INDIANAPOLIS, IN",08/4 07:30,"LIBERTYVILLE, IL",08/4 14:01,15,236,NO NOTES,251,2.43,40,
2026-08-03T14:45:29.031415,SE,72116281,$800.18,"NEW CHURCH, VA",08/4 10:00,"ROCKVILLE, MD",08/4 15:01,726,166,NO NOTES,892,0.90,1,
2026-08-03T15:02:52.980749,WG,72116251,"$1,652.53","RENSSELAER, NY",08/7 10:00,"CENTRAL ISLIP, NY",08/7 16:30,841,191,F1093389: BOTH DRIVERS MUST BE IN THE TRUCK UPON PICKUP ARRIVAL.,1032,1.60,18,
2026-08-03T15:43:07.555703,WG,72096138,$724.20,"WAYNE, NJ",08/5 10:00,"CARTERET, NJ",08/5 10:00,16,33,NO NOTES,49,14.78,71,
2026-08-03T15:43:37.129319,WG,72116265,$842.89,"BROOKS, KY",08/5 17:00,"CHESTERFIELD, MO",08/6 07:00,5,294,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,299,2.82,52,
2026-08-03T15:57:13.767727,WG,72116267,$705.95,"ROBBINSVILLE, NJ",08/5 11:00,"SOMERSET, NJ",08/5 13:17,63,37,NO NOTES,100,7.06,71,
2026-08-03T16:02:55.187260,SE,72116269,"$1,749.28","RUSSELLVILLE, AR",08/3 18:00,"GRIFFIN, GA",08/4 08:28,619,610,NO NOTES,1229,1.42,13,
2026-08-03T16:03:08.011921,SE,72116289,"$2,051.62","MCKINNEY, TX",08/6 08:00,"GREENVILLE, NC",08/7 12:24,799,"1,265","ORDER NOTE: THERE IS AN APPOINTMENT ALREADY SET FOR FRI, AUG. 7 AT 2PM.",2064,0.99,2,
2026-08-03T16:28:31.505739,WG,72116290,"$4,962.48","HUNTINGTON BEACH, CA",08/4 16:30,"TITUSVILLE, FL",08/7 00:08,"2,768","2,545",NO NOTES,5313,0.93,4,
2026-08-03T16:37:51.866399,SE,72115882,"$2,762.24","FORT WORTH, TX",08/3 17:00,"PEORIA, AZ",08/4 17:00,894,"1,058",NO NOTES,1952,1.42,14,
2026-08-03T16:49:57.908985,WG,72116292,"$1,799.51","LA VERGNE, TN",08/5 13:00,"CHICAGO, IL",08/6 00:58,863,492,NO NOTES,1355,1.33,11,
2026-08-03T16:50:53.189761,WG,72116293,"$1,019.90","FISHERS, IN",08/6 09:00,"BLOOMINGTON, IN",08/6 12:05,151,75,NO NOTES,226,4.51,71,
2026-08-03T17:01:21.780796,WG,72116304,"$1,879.44","OLIVE BRANCH, MS",08/5 17:00,"BROOKS, KY",08/6 11:00,369,409,NO NOTES,778,2.42,41,
2026-08-03T17:07:42.169996,WG,72116273,"$3,818.00","MISSISSAUGA, ON",08/5 09:30,"CONSHOHOCKEN, PA",08/6 07:00,438,785,NO NOTES,1223,3.12,63,
2026-08-03T17:08:01.972304,WG,72116274,"$3,154.87","LOS ALAMOS, NM",08/5 12:00,"GOLETA, CA",08/6 11:00,"2,005",975,NO NOTES,2980,1.06,4,
2026-08-03T17:08:38.222470,WG,72116275,"$2,775.63","LOUISVILLE, KY",08/5 17:00,"FORT WORTH, TX",08/6 12:25,13,866,NO NOTES,879,3.16,63,
2026-08-03T17:43:37.301866,WG,72116331,"$1,999.04","LOUISVILLE, KY",08/5 17:30,"CARY, NC",08/6 09:00,13,556,NO NOTES,569,3.51,72,
2026-08-03T18:30:12.869951,WG,72116309,"$1,093.45","BEDFORD, MA",08/7 09:00,"NORTHBOROUGH, MA",08/7 09:00,977,30,NO NOTES,1007,1.09,3,
2026-08-03T18:30:15.614522,WG,72116310,"$1,093.45","BEDFORD, MA",08/7 09:00,"NORTHBOROUGH, MA",08/7 11:15,977,30,NO NOTES,1007,1.09,3,
2026-08-03T19:22:45.405383,WG,72116297,"$1,240.06","SHEPHERDSVILLE, KY",08/6 12:00,"SIMPSONVILLE, SC",08/7 08:00,0,398,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,398,3.12,60,
2026-08-03T19:29:46.359604,WG,72116315,"$1,162.93","SHEPHERDSVILLE, KY",08/6 13:00,"OLIVE BRANCH, MS",08/7 09:00,0,369,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,369,3.15,61,
2026-08-03T19:30:15.230894,SE,72116359,"$2,518.52","CATOOSA, OK",08/5 09:00,"KINGSPORT, TN",08/6 07:00,"1,323",889,NO NOTES,2212,1.14,6,
2026-08-04T00:35:52.669141,WG,72116368,"$2,996.58","LOUISVILLE, KY",08/5 11:00,"NORTHBOROUGH, MA",08/6 09:30,727,937,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,1664,1.80,25,
2026-08-04T01:07:58.266377,WG,72116369,"$5,932.56","LOUISVILLE, KY",08/5 14:00,"TEMECULA, CA",08/7 17:46,13,"2,122",L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,2135,2.78,55,
2026-08-04T03:14:30.851955,WG,72115545,"$6,403.16","OLIVE BRANCH, MS",08/4 10:00,"OLIVE BRANCH, MS",08/6 10:22,422,"2,156",NO NOTES,2578,2.48,47,
2026-08-04T03:49:31.188444,WG,72116371,"$2,375.59","PHILADELPHIA, PA",08/5 07:00,"BROOKS, KY",08/5 23:21,75,698,PA5SYL: 20' TRUCKS MUST HAVE 20' OF USABLE SPACE IF THE SHIPMENT IS 10 PALLETS.,773,3.07,60,
2026-08-04T06:42:24.758301,WG,72116373,$648.33,"CHARLOTTE, NC",08/4 08:00,"WILMINGTON, NC",08/4 13:55,569,208,NO NOTES,777,0.83,1,
2026-08-04T07:56:42.013167,WG,72116356,"$1,135.26","WILMINGTON, NC",08/5 11:00,"MORRISVILLE, NC",08/5 15:31,589,142,NO NOTES,731,1.55,16,
2026-08-04T08:16:02.290906,WG,72116377,"$1,991.66","SHEPHERDSVILLE, KY",08/6 14:00,"NEWARK, DE",08/7 07:00,0,678,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,678,2.94,56,
2026-08-04T08:35:35.172051,WG,72116419,"$2,151.05","BROWNSBURG, IN",08/5 09:30,"BETHLEHEM, PA",08/6 08:00,708,656,NO NOTES,1364,1.58,18,
2026-08-04T08:49:40.183324,WG,72116418,"$1,730.92","MANCHESTER, PA",08/5 10:00,"BROOKS, KY",08/6 09:00,164,597,***PLEASE ARRIVE AT PICKUP IN RANGE**SET POINT 5C***,761,2.27,37,
2026-08-04T08:57:32.087571,WG,72116420,"$2,706.69","PHILADELPHIA, PA",08/5 14:00,"INDIANAPOLIS, IN",08/6 08:00,697,671,NO NOTES,1368,1.98,30,
2026-08-04T09:00:39.440339,WG,72116390,"$1,153.90","NORTH CHARLESTON, SC",08/5 09:00,"WILMINGTON, NC",08/5 14:17,755,178,NO NOTES,933,1.24,8,
2026-08-04T09:00:45.322791,WG,72116391,"$1,153.90","NORTH CHARLESTON, SC",08/5 09:30,"WILMINGTON, NC",08/5 14:47,755,178,NO NOTES,933,1.24,8,
2026-08-04T09:01:31.712792,WG,72116421,"$2,984.16","PHILADELPHIA, PA",08/5 15:00,"INDIANAPOLIS, IN",08/6 08:00,697,671,NO NOTES,1368,2.18,36,
2026-08-04T09:09:56.962838,SE,72115446,"$3,706.07","DENVER, CO",08/9 09:00,"LOS ANGELES, CA",08/10 12:00,"1,125","1,023",NO NOTES,2148,1.73,24,
2026-08-04T09:28:30.553146,WG,72116395,"$1,931.77","BROWNSBURG, IN",08/5 09:00,"PHILADELPHIA, PA",08/6 08:00,708,669,NO NOTES,1377,1.40,13,
2026-08-04T10:22:54.282756,WG,72116438,"$1,354.40","BROOKS, KY",08/6 15:00,"KERNERSVILLE, NC",08/7 08:00,5,472,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,477,2.84,53,
2026-08-04T10:28:47.668000,WG,72116403,"$2,851.65","MALVERN, PA",08/5 14:00,"RIVERVIEW, MI",08/6 06:00,666,542,NO NOTES,1208,2.36,41,
2026-08-04T10:29:23.150403,WG,72116439,"$2,781.80","WATERTOWN, MA",08/6 08:30,"CHARLOTTE, NC",08/7 08:00,969,869,NO NOTES,1838,1.51,17,
2026-08-04T10:44:26.144174,SE,72116440,,,,,,,,NO NOTES,,,1,
2026-08-04T11:09:00.745417,SE,72116410,"$4,636.08","OLIVETTE, MO",08/4 13:30,"MEDICINE HAT, AB",08/6 08:00,951,"1,561",NO NOTES,2512,1.85,28,
2026-08-04T11:15:57.482367,SE,72116272,"$1,039.04","GLADSTONE, MI",08/5 08:00,"WOOD DALE, IL",08/5 16:17,"1,005",319,NO NOTES,1324,0.78,1,
2026-08-04T11:37:17.628810,SE,72116434,"$2,334.04","FITCHBURG, MA",08/4 15:00,"IOWA CITY, IA",08/5 17:45,235,"1,187","ORDER NOTE: PICK UP IS AT 207 AUTHORITY DRIVE, FITCHBURG, MA 01420",1422,1.64,20,
2026-08-04T11:44:05.432853,SE,72116446,$536.54,"NOVI, MI",08/5 08:00,"FORT GRATIOT, MI",08/5 11:17,597,84,NO NOTES,681,0.79,1,
2026-08-04T11:44:10.873418,SE,72116437,"$2,765.93","IOWA CITY, IA",08/5 14:00,"NEWARK, DE",08/6 11:41,500,949,NO NOTES,1449,1.91,28,
2026-08-04T12:29:33.238251,WG,72116430,"$5,261.58","SAINT PETERSBURG, FL",08/8 16:30,"CAMBRIDGE, MA",08/10 08:00,873,"1,359",NO NOTES,2232,2.36,43,
2026-08-04T12:43:29.938228,WG,72116481,"$8,131.07","RENSSELAER, NY",08/6 13:00,"RENSSELAER, NY",08/11 12:00,841,"3,923",NO NOTES,4764,1.71,27,
2026-08-04T13:15:13.826818,WG,72116517,"$2,424.68","CINCINNATI, OH",08/6 08:00,"BETHLEHEM, PA",08/7 08:00,125,561,NO NOTES,686,3.53,72,
2026-08-04T13:15:21.173498,WG,72116519,"$2,618.93","LITTLETON, CO",08/6 10:00,"IRVINE, CA",08/7 15:00,"1,148","1,024",NO NOTES,2172,1.21,8,
2026-08-04T13:16:06.400397,SE,72116485,$577.95,"MEMPHIS, TN",08/5 10:00,"MEMPHIS, TN",08/5 16:00,"1,076",14,CSAFE RKN SHIPMENT TO DELIVER FREIGHT. WILL NEED TO FOLLOW DESTINATION DRIVER INSTRUCTIONS. INSTRUCTIONS WILL BE EMAILED TO YOU CONTAINER MUST BE IN RANGE FOR FREIGHT TO BE LOADED BATTERY LEVEL MUST BE AT 80% OR GREATER TO DEPART,1090,0.53,1,
2026-08-04T13:16:18.881238,SE,72116483,$700.43,"BOSTON, MA",08/7 09:00,"BOSTON, MA",08/7 13:38,980,77,CSAFE RKN SHIPMENT TO PICK UP FREIGHT. WILL NEED TO FOLLOW SHIPPER ORIGIN INSTRUCTIONS AT ALL LOCATIONS. INSTRUCTIONS WILL BE EMAILED TO YOU CONTAINER MUST BE IN RANGE FOR FREIGHT TO BE LOADED BATTERY LEVEL MUST BE AT 80% OR GREATER TO DEPART,1057,0.66,1,
2026-08-04T13:22:08.398124,WG,72116486,$586.16,"SHEPHERDSVILLE, KY",08/6 08:00,"COLUMBUS, OH",08/6 14:13,0,222,"BICOCT: TRAILERS MUST BE CLEAN, EMPTY, DRY, FREE OF STRUCTURAL DAMAGE AND NO ODORS FROM PRIOR FREIGHT. MUST HAVE TWO LOAD LOCKS IN EACH TRAILER AND FUEL TANKS 3/4 FULL PRIOR TO PICKUP ARRIVAL. ANY SHIPMENTS WITH VA-Q-TEC CONTAINERS, PLEASE MAKE SURE CONTAINERS ARE OFFLOADED AND COMPLETELY EMPTIED AT DELIVERY BEFORE BEING RELOADED ONTO TRUCK FOR RETURN TO VA-Q-TEC.",222,2.64,46,
2026-08-04T13:28:42.385314,WG,72116516,"$2,431.31","CINCINNATI, OH",08/5 09:00,"BREINIGSVILLE, PA",08/6 09:00,607,532,ORDER NOTE: PO 2306 1 SKID @ 374LB 48/40/30 22C 17/27 RANGE,1139,2.13,34,
2026-08-04T13:50:49.446545,WG,72116488,"$1,200.23","WALKERSVILLE, MD",08/7 07:00,"BUFFALO, NY",08/7 15:46,573,342,NO NOTES,915,1.31,10,
2026-08-04T14:08:16.850425,WG,72116492,"$1,941.58","LOUISVILLE, KY",08/6 09:00,"OVERLAND PARK, KS",08/7 09:00,13,527,NO NOTES,540,3.60,72,
2026-08-04T14:21:29.474036,WG,72115846,"$1,278.73","GREENCASTLE, PA",08/5 09:00,"DEVENS, MA",08/6 08:00,212,436,NO NOTES,648,1.97,28,
2026-08-04T14:22:11.323301,WG,72116493,"$1,692.70","ALLENTOWN, PA",08/6 10:00,"LOCKBOURNE, OH",08/7 10:00,663,448,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,1111,1.52,16,
2026-08-04T14:28:42.321340,WG,72116494,$845.39,"FISHERS, IN",08/5 12:00,"BROWNSBURG, IN",08/5 14:17,701,37,NO NOTES,738,1.15,5,
2026-08-04T14:29:25.533951,WG,72116495,$734.57,"FISHERS, IN",08/6 12:00,"BROWNSBURG, IN",08/6 14:17,151,37,NO NOTES,188,3.91,71,
2026-08-04T14:29:49.006851,WG,72116496,$734.57,"FISHERS, IN",08/7 12:00,"BROWNSBURG, IN",08/7 14:17,151,37,NO NOTES,188,3.91,71,
2026-08-04T14:36:31.365312,WG,72116598,"$1,258.01","CLINTON, TN",08/6 08:00,"BROOKS, KY",08/6 14:33,205,238,NO NOTES,443,2.84,53,
2026-08-04T14:36:46.289688,WG,72111435,"$2,376.85","LOCKBOURNE, OH",08/6 10:00,"SHREVEPORT, LA",08/7 07:51,226,957,"TVAL 'C' 2-8 DEG C (SET @ 5C) REC IN C EVERY 15 MIN. FOR PHARMA. (PCS/WGT UNKN.), DRVR SECURE SVCS, MUST HAVE SEAL FOR CARGO DOORS! POC= BOB O'CONNOR. CARGO HOLD MUST BE VERY CLEAN! DOCUMENT ALL TIMES IN BOX #10 ON FDCC BOL! COLD CHAIN DOCKS 9-13 IN REAR TO LOAD.",1183,2.01,30,
2026-08-04T14:57:18.655390,WG,72116599,"$2,789.13","MORRISVILLE, NC",08/6 10:00,"RENSSELAER, NY",08/7 08:00,558,642,NO NOTES,1200,2.32,39,
2026-08-04T14:57:34.461568,WG,72116622,"$2,378.06","WARTBURG, TN",08/6 14:30,"ELK GROVE VILLAGE, IL",08/7 09:00,229,576,NO NOTES,805,2.95,57,
2026-08-04T15:08:18.529938,WG,72116562,"$4,281.49","GLEN ROCK, PA",08/6 10:00,"SAINT PAUL, MN",08/7 10:59,618,"1,104",NO NOTES,1722,2.49,45,
2026-08-04T15:08:31.402643,WG,72116563,"$2,088.55","SHEPHERDSVILLE, KY",08/6 15:00,"SHREVEPORT, LA",08/7 09:00,0,732,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,732,2.85,54,
2026-08-04T15:16:01.957779,WG,72116561,$729.29,"BROOKS, KY",08/6 20:00,"GROVE CITY, OH",08/7 08:00,5,211,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,216,3.38,67,
2026-08-04T15:22:29.703573,WG,72116633,,,,,,,,NO NOTES,,,1,
2026-08-04T15:42:47.949935,WG,72116567,"$1,139.58","INDIANAPOLIS, IN",08/6 08:00,"NORTH CHICAGO, IL",08/6 14:21,138,228,NO NOTES,366,3.11,60,
2026-08-04T15:57:52.436886,SE,72116636,"$1,682.79","TINLEY PARK, IL",08/5 09:00,"ALTOONA, KS",08/6 00:08,758,641,NO NOTES,1399,1.20,7,
2026-08-04T16:37:20.729065,SE,72070454,"$1,960.33","ALBUQUERQUE, NM",08/9 16:30,"OKLAHOMA CITY, OK",08/10 06:07,"1,322",546,BASEBALL EQ PCS & WGT VARIES DRIVER MAY HAVE TO HELP WITH LOADING/UNLOADING,1868,1.05,3,
2026-08-04T16:51:02.089637,SE,72114328,"$1,010.19","MOOSIC, PA",08/9 16:45,"ROCHESTER, NY",08/9 22:58,682,222,NO NOTES,904,1.12,4,
2026-08-04T17:00:53.853281,WG,72116607,"$1,048.53","LOCKBOURNE, OH",08/6 08:00,"BROOKS, KY",08/6 13:45,226,221,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,447,2.35,38,
2026-08-04T17:08:34.019828,WG,72116571,"$4,241.90","BRAINTREE, MA",08/6 17:00,"SPARTANBURG, SC",08/7 14:18,977,931,NO NOTES,1908,2.22,38,
2026-08-04T17:08:59.572561,SE,72116570,"$4,442.33","LAS VEGAS, NV",08/5 01:45,"DULUTH, GA",08/6 21:37,"2,484","1,992",NO NOTES,4476,0.99,4,
2026-08-04T17:36:10.187446,WG,72116576,"$1,334.38","MOUNT VERNON, IN",08/6 09:00,"BROOKS, KY",08/6 13:45,158,153,"ASCOSY: NO ROLL UP DOORS ALLOWED ON TRAILERS, MUST HAVE SWING DOORS.",311,4.29,71,
2026-08-04T17:43:07.604745,WG,72116577,"$2,111.70","RENSSELAER, NY",08/6 13:00,"GREENVILLE, NC",08/20 14:00,841,647,NO NOTES,1488,1.42,14,
